,activity,activity_vocab,caseid,amount,resource,resource_vocab,predicted_vocab,predicted_value,lengths,activity_sparcity
12087,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",211314,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
12106,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",211381,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
12490,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",212548,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
12494,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",212560,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
11861,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",210632,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
11863,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",210638,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
12099,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",211360,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
12070,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",211263,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
11851,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",210602,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
12057,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",211224,15500.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4698063135147095,5,1
495,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",175248,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
10150,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",205316,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
859,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",176392,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
3919,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",185903,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
5462,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",190722,15500.0,"[70, 53, 53, 6, 6]","['<SOS>', '112', '112', '10609', '10609']",A_ACCEPTED_COMPLETE,0.543614387512207,5,2
11061,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",208172,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
287,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",174602,15500.0,"[70, 53, 53, 6, 6]","['<SOS>', '112', '112', '10609', '10609']",A_ACCEPTED_COMPLETE,0.543614387512207,5,2
4231,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",186872,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
4285,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",187034,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
5358,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",190402,15500.0,"[70, 53, 53, 3, 3]","['<SOS>', '112', '112', '10138', '10138']",A_ACCEPTED_COMPLETE,0.5584368109703064,5,2
8190,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",199183,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
3770,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",185449,15500.0,"[70, 53, 53, 3, 3]","['<SOS>', '112', '112', '10138', '10138']",A_ACCEPTED_COMPLETE,0.5584368109703064,5,2
11985,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",211008,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
4765,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",188515,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
2175,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",180547,15500.0,"[70, 53, 53, 3, 3]","['<SOS>', '112', '112', '10138', '10138']",A_ACCEPTED_COMPLETE,0.5584368109703064,5,2
12976,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",214046,15500.0,"[70, 53, 53, 6, 6]","['<SOS>', '112', '112', '10609', '10609']",A_ACCEPTED_COMPLETE,0.543614387512207,5,2
4520,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",187750,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
1225,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",177543,15500.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4356379210948944,5,2
842,"[2, 12, 9, 21, 21, 20, 21, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",176326,15500.0,"[70, 53, 53, 4, 4, 71, 4, 45, 71]","['<SOS>', '112', '112', '10188', '10188', 'UNKNOWN', '10188', '11120', 'UNKNOWN']",A_ACCEPTED_COMPLETE,0.49864476919174194,9,6
9279,"[2, 12, 9, 20, 20, 20, 20, 20, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",202617,15500.0,"[70, 53, 53, 34, 22, 22, 22, 22, 22, 22]","['<SOS>', '112', '112', '11000', '10912', '10912', '10912', '10912', '10912', '10912']",A_ACCEPTED_COMPLETE,0.37084975838661194,10,7
7137,"[2, 12, 9, 20, 20, 20, 20, 20, 20, 20, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",195941,15500.0,"[70, 53, 53, 48, 21, 27, 6, 6, 52, 52, 52, 52]","['<SOS>', '112', '112', '11169', '10910', '10932', '10609', '10609', '11189', '11189', '11189', '11189']",A_ACCEPTED_COMPLETE,0.3903104066848755,12,9
11999,"[2, 12, 9, 21, 21, 21, 20, 21, 21, 21, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",211050,15500.0,"[70, 53, 53, 4, 4, 4, 20, 65, 65, 65, 22, 22]","['<SOS>', '112', '112', '10188', '10188', '10188', '10909', '11304', '11304', '11304', '10912', '10912']",A_ACCEPTED_COMPLETE,0.4576312005519867,12,9
4648,"[2, 12, 9, 20, 20, 20, 20, 20, 20, 20, 20, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",188146,15500.0,"[70, 53, 53, 47, 47, 47, 47, 47, 47, 47, 5, 48, 48]","['<SOS>', '112', '112', '11122', '11122', '11122', '11122', '11122', '11122', '11122', '10228', '11169', '11169']",A_ACCEPTED_COMPLETE,0.37076982855796814,13,10
